ticker,exchange,shortName,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,outstandingShare,issueShare,companyType,monthlyRecords
DBM,UPCOM,BAMEPHARM,Y tế,Health Care,1976.0,156.0,254.0,0.23,http://www.bamepharm.com.vn,,1.9,1.9,CT,DBM.csv
AGP,UPCOM,Dược phẩm AGIMEXPHARM,Y tế,Health Care,1981.0,364.0,627.0,0.0,http://www.agimexpharm.com,3.1,18.0,18.0,CT,AGP.csv
LDP,HNX,Dược Lâm Đồng - Ladophar,Y tế,Health Care,1982.0,215.0,339.0,0.002,https://ladophar.com/,3.3,12.7,12.7,CT,LDP.csv
DDN,UPCOM,Dược - TB Y tế Đà Nẵng,Y tế,Health Care,1984.0,229.0,1226.0,0.0,http://www.dapharco.com.vn,,15.3,15.3,CT,DDN.csv
SPM,HOSE,S.P.M CORP,Y tế,Health Care,1988.0,196.0,203.0,0.019,http://www.spm.com.vn,2.7,13.8,14.0,CT,SPM.csv
PBC,UPCOM,Dược Phẩm TW 1- Pharbaco,Y tế,Health Care,1993.0,586.0,738.0,0.0,http://www.pharbaco.com.vn,2.3,113.3,113.3,CT,PBC.csv
DPP,UPCOM,Dược Đồng Nai,Y tế,Health Care,1996.0,90.0,141.0,0.001,http://www.donaipharm.com.vn,,3.0,3.0,CT,DPP.csv
PMC,HNX,Pharmedic,Y tế,Health Care,1997.0,526.0,1740.0,0.059,http://www.pharmedic.com.vn,3.1,9.3,9.3,CT,PMC.csv
TRA,HOSE,Traphaco,Y tế,Health Care,1999.0,1434.0,0.0,0.459,http://www.traphaco.com.vn,2.9,41.5,41.5,CT,TRA.csv
PPP,HNX,PP.Pharco,Y tế,Health Care,2000.0,232.0,0.0,0.025,https://duocphongphu.com.vn/,,8.8,8.8,CT,PPP.csv
IMP,HOSE,IMEXPHARM,Y tế,Health Care,2001.0,1246.0,2503.0,0.498,http://www.imexpharm.com,2.6,66.7,66.7,CT,IMP.csv
JVC,HOSE,Đầu tư và Phát triển Y tế Việt Nhật,Y tế,Health Care,2001.0,180.0,3510.0,0.013,http://www.ytevietnhat.com.vn,2.2,112.5,112.5,CT,JVC.csv
OPC,HOSE,Dược phẩm OPC,Y tế,Health Care,2002.0,1029.0,981.0,0.008,http://www.opcpharma.com,2.9,64.1,64.1,CT,OPC.csv
MKP,UPCOM,Dược phẩm Mekophar,Y tế,Health Care,2002.0,717.0,1250.0,0.156,http://www.mekophar.com,2.4,25.3,25.5,CT,MKP.csv
TTD,UPCOM,Bệnh viện Tim Tâm Đức,Y tế,Health Care,2002.0,589.0,206.0,0.01,http://www.tamduchearthospital.com,2.7,15.6,15.6,CT,TTD.csv
AMV,HNX,Dược-TB Y tế Việt Mỹ,Y tế,Health Care,2002.0,13.0,341.0,0.008,http://amvibiotech.com,3.1,131.1,131.1,CT,AMV.csv
DHD,UPCOM,Dược Vật Tư Y Tế Hải Dương,Y tế,Health Care,2003.0,797.0,409.0,0.001,http://www.hdpharma.vn,2.4,15.0,15.0,CT,DHD.csv
TVP,UPCOM,Dược phẩm TV.Pharm,Y tế,Health Care,2003.0,713.0,234.0,0.001,http://www.tvpharm.com.vn,3.2,29.5,11.1,CT,TVP.csv
VDP,HOSE,Dược phẩm VIDIPHA,Y tế,Health Care,2003.0,426.0,506.0,0.004,http://www.vidipha.com.vn,3.3,16.8,16.8,CT,VDP.csv
DP3,HNX,Dược Phẩm TW3,Y tế,Health Care,2003.0,303.0,306.0,0.009,http://www.duocphamtw3.com,3.5,8.6,8.6,CT,DP3.csv
APC,HOSE,Chiếu xạ An Phú,Y tế,Health Care,2003.0,215.0,1467.0,0.152,http://www.apic.com.vn,2.5,19.9,20.1,CT,APC.csv
MKV,HNX,Dược Thú Y Cai Lậy,Y tế,Health Care,2003.0,107.0,103.0,0.03,http://www.mekovet.com.vn,,5.0,5.0,CT,MKV.csv
DHG,HOSE,Dược Hậu Giang,Y tế,Health Care,2004.0,2678.0,3660.0,0.542,http://www.dhgpharma.com.vn,3.0,130.7,130.7,CT,DHG.csv
DMC,HOSE,Dược phẩm DOMESCO,Y tế,Health Care,2004.0,1109.0,0.0,0.551,http://www.domesco.com,2.7,34.7,34.7,CT,DMC.csv
DCL,HOSE,Dược phẩm Cửu Long,Y tế,Health Care,2004.0,959.0,2216.0,0.013,http://dcl.com.vn,2.5,73.0,73.0,CT,DCL.csv
HDP,UPCOM,Dược Hà Tĩnh,Y tế,Health Care,2004.0,611.0,670.0,0.002,http://hadiphar.vn/,,9.5,9.5,CT,HDP.csv
DBT,HOSE,Dược phẩm Bến Tre,Y tế,Health Care,2004.0,556.0,2153.0,0.028,http://www.bepharco.com,2.6,14.2,14.2,CT,DBT.csv
MED,HNX,Dược Mediplantex,Y tế,Health Care,2004.0,531.0,0.0,0.0,http://www.mediplantex.com,2.3,12.4,12.4,CT,MED.csv
DPH,UPCOM,Dược phẩm Hải Phòng,Y tế,Health Care,2005.0,336.0,0.0,0.001,https://haipharco.vn,3.2,3.0,3.0,CT,DPH.csv
BCP,UPCOM,Dược Enlie,Y tế,Health Care,2005.0,291.0,510.0,0.003,http://www.becamexpharma.vn,,6.0,6.0,CT,BCP.csv
VMD,HOSE,Y Dược phẩm Vimedimex,Y tế,Health Care,2006.0,1087.0,364.0,0.014,http://www.vietpharm.com.vn,2.6,15.4,15.4,CT,VMD.csv
DTG,UPCOM,Dược phẩm Tipharco,Y tế,Health Care,2006.0,346.0,312.0,0.001,http://www.tipharco.com.vn,,6.3,6.3,CT,DTG.csv
CNC,UPCOM,Công nghệ cao Traphaco,Y tế,Health Care,2006.0,322.0,526.0,0.002,http://www.traphacocnc.com.vn,3.0,11.4,11.4,CT,CNC.csv
MTP,UPCOM,Dược Medipharco,Y tế,Health Care,2006.0,206.0,0.0,0.001,http://www.medipharco.com.vn,,7.5,7.5,CT,MTP.csv
DAN,UPCOM,Dược Danapha,Y tế,Health Care,2007.0,386.0,189.0,0.0,http://www.danapha.com,3.2,20.9,21.1,CT,DAN.csv
CVN,HNX,Vinam Group,Y tế,Health Care,2007.0,56.0,2593.0,0.0,http://vinamgroup.com.vn/,,29.7,29.7,CT,CVN.csv
DTP,UPCOM,Dược phẩm CPC1 Hà Nội,Y tế,Health Care,2009.0,944.0,109.0,0.0,http://www.cpc1hn.com.vn,3.2,16.2,16.2,CT,DTP.csv
DBD,HOSE,Dược - TB Y tế Bình Định,Y tế,Health Care,2010.0,1191.0,1841.0,0.075,http://www.bidiphar.com,2.8,74.8,74.9,CT,DBD.csv
CDP,UPCOM,Dược phẩm TW Codupha,Y tế,Health Care,2010.0,465.0,903.0,0.0,http://www.codupha.com.vn,,18.2,18.3,CT,CDP.csv
DP1,UPCOM,Dược phẩm Trung ương CPC1,Y tế,Health Care,2010.0,331.0,402.0,0.0,http://www.cpc1.com.vn,2.3,21.0,21.0,CT,DP1.csv
DVN,UPCOM,Tổng Công ty Dược Việt Nam,Y tế,Health Care,2011.0,1033.0,283.0,0.0,http://www.vinapharm.com.vn,2.3,237.0,237.0,CT,DVN.csv
DVM,HNX,Dược liệu Việt Nam,Y tế,Health Care,2011.0,144.0,221.0,0.0,https://duoclieuvietnam.com.vn,,35.7,35.7,CT,DVM.csv
BIO,UPCOM,Vắc xin và Sinh phẩm Nha Trang,Y tế,Health Care,2011.0,59.0,547.0,0.001,https://biopharco2.com.vn/,3.1,8.6,8.6,CT,BIO.csv
TNH,HOSE,Bệnh viện Quốc tế Thái Nguyên,Y tế,Health Care,2012.0,748.0,3731.0,0.381,http://www.benhvienquoctethainguyen.com,2.6,51.9,51.9,CT,TNH.csv
VHE,HNX,Dược liệu và Thực phẩm VN,Y tế,Health Care,2016.0,50.0,902.0,0.0,http://www.vinaherbfoods.com,,33.1,33.1,CT,VHE.csv
VKC,HNX,VKC Holdings,Ô tô và phụ tùng,Automobiles & Parts,1993.0,77.0,128.0,0.035,https://vkcholdings.vn,,19.3,20.0,CT,VKC.csv
HTL,HOSE,Ô tô Trường Long,Ô tô và phụ tùng,Automobiles & Parts,1998.0,334.0,131.0,0.461,http://www.truonglong.com,3.6,12.0,12.0,CT,HTL.csv
HAX,HOSE,Ô tô Hàng Xanh,Ô tô và phụ tùng,Automobiles & Parts,2000.0,718.0,2696.0,0.161,http://www.haxaco.com.vn,3.1,56.9,56.9,CT,HAX.csv
SVC,HOSE,SAVICO,Ô tô và phụ tùng,Automobiles & Parts,2004.0,4824.0,952.0,0.019,http://www.savico.com.vn,3.0,33.3,33.3,CT,SVC.csv
CMC,HNX,Đầu tư CMC,Ô tô và phụ tùng,Automobiles & Parts,2004.0,17.0,414.0,0.011,http://www.cmci.com.vn,,4.6,4.6,CT,CMC.csv
DRC,HOSE,Cao su Đà Nẵng,Ô tô và phụ tùng,Automobiles & Parts,2005.0,1734.0,14480.0,0.078,https://drc.com.vn/,2.8,118.8,118.8,CT,DRC.csv
CSM,HOSE,Cao su Miền Nam,Ô tô và phụ tùng,Automobiles & Parts,2006.0,2144.0,5415.0,0.007,http://www.casumina.com,2.0,103.6,103.6,CT,CSM.csv
SRC,HOSE,Cao su Sao Vàng,Ô tô và phụ tùng,Automobiles & Parts,2006.0,842.0,2601.0,0.001,http://www.src.com.vn,2.7,28.1,28.1,CT,SRC.csv
TMT,HOSE,Ô tô TMT,Ô tô và phụ tùng,Automobiles & Parts,2006.0,678.0,1204.0,0.03,http://www.tmt-vietnam.com.vn,2.6,36.9,37.3,CT,TMT.csv
HHS,HOSE,Đầu tư DV Hoàng Huy,Ô tô và phụ tùng,Automobiles & Parts,2008.0,34.0,22018.0,0.018,http://www.hoanghuyhhs.vn,2.7,321.4,321.4,CT,HHS.csv
CTF,HOSE,City Auto,Ô tô và phụ tùng,Automobiles & Parts,2009.0,316.0,491.0,0.001,http://www.cityford.com.vn,2.4,76.0,76.0,CT,CTF.csv
VVS,UPCOM,Đầu tư Phát triển Máy Việt Nam,Ô tô và phụ tùng,Automobiles & Parts,2010.0,352.0,105.0,0.0,https://vimid.vn,,20.5,20.5,CT,VVS.csv
SMA,HOSE,Thiết bị Phụ tùng Sài Gòn,"Điện, nước & xăng dầu khí đốt",Utilities,1974.0,21.0,337.0,0.001,http://www.saigonmachinco.vn,3.4,20.4,20.4,CT,SMA.csv
DNW,UPCOM,Cấp nước Đồng Nai,"Điện, nước & xăng dầu khí đốt",Utilities,1985.0,936.0,909.0,0.001,http://www.dowaco.vn,3.2,120.0,120.0,CT,DNW.csv
GAS,HOSE,PV Gas,"Điện, nước & xăng dầu khí đốt",Utilities,1990.0,3800.0,10295.0,0.03,http://www.pvgas.com.vn,2.8,1914.0,1914.0,CT,GAS.csv
TDW,HOSE,Cấp nước Thủ Đức,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,412.0,0.0,0.027,http://www.capnuocthuduc.vn,3.3,8.5,8.5,CT,TDW.csv
GDW,HNX,Cấp nước Gia Định,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,322.0,297.0,0.056,http://www.capnuocgiadinh.vn,2.8,9.5,9.5,CT,GDW.csv
BTW,HNX,Cấp nước Bến Thành,"Điện, nước & xăng dầu khí đốt",Utilities,1991.0,234.0,309.0,0.214,http://capnuocbenthanh.com/,3.1,9.4,9.4,CT,BTW.csv
NNT,UPCOM,Cấp nước Ninh Thuận,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,271.0,146.0,0.003,http://www.capnuocninhthuan.com,2.6,9.5,9.5,CT,NNT.csv
CMW,UPCOM,Cấp nước Cà Mau,"Điện, nước & xăng dầu khí đốt",Utilities,1992.0,244.0,524.0,0.0,http://www.ctncamau.com.vn,2.8,15.5,15.5,CT,CMW.csv
TMP,HOSE,Thủy điện Thác Mơ,"Điện, nước & xăng dầu khí đốt",Utilities,1994.0,160.0,966.0,0.006,http://www.tmhpp.com.vn,3.4,70.0,70.0,CT,TMP.csv
NS2,UPCOM,Nước sạch số 2 Hà Nội,"Điện, nước & xăng dầu khí đốt",Utilities,1996.0,516.0,468.0,0.0,http://www.hawater.com.vn,2.6,56.8,56.8,CT,NS2.csv
HDW,UPCOM,Nước sạch Hải Dương,"Điện, nước & xăng dầu khí đốt",Utilities,1998.0,919.0,916.0,0.001,http://hdwaco.com.vn/,3.4,31.9,31.9,CT,HDW.csv
PJC,HNX,TM và Vận tải Petrolimex HN,"Điện, nước & xăng dầu khí đốt",Utilities,1999.0,483.0,801.0,0.004,http://www.petajicohanoi.com.vn,,7.3,7.3,CT,PJC.csv
TMC,HNX,XNK Thủ Đức,"Điện, nước & xăng dầu khí đốt",Utilities,2000.0,270.0,0.0,0.017,http://www.timexcothuduc.com.vn,,12.4,12.4,CT,TMC.csv
SFC,HOSE,Nhiên liệu Sài Gòn,"Điện, nước & xăng dầu khí đốt",Utilities,2000.0,231.0,0.0,0.008,http://www.sfc.com.vn,3.2,11.2,11.3,CT,SFC.csv
HTC,HNX,Thương mại Hóc Môn,"Điện, nước & xăng dầu khí đốt",Utilities,2001.0,541.0,180.0,0.014,http://www.hotraco.com.vn,2.6,16.5,16.5,CT,HTC.csv
QTP,UPCOM,Nhiệt điện Quảng Ninh,"Điện, nước & xăng dầu khí đốt",Utilities,2002.0,853.0,9249.0,0.01,http://www.quangninhtpc.com.vn,3.0,450.0,450.0,CT,QTP.csv
CCI,HOSE,CIDICO,"Điện, nước & xăng dầu khí đốt",Utilities,2002.0,93.0,411.0,0.024,http://www.cidico.com.vn,3.2,17.5,17.7,CT,CCI.csv
GHC,UPCOM,Thủy điện Gia Lai,"Điện, nước & xăng dầu khí đốt",Utilities,2002.0,72.0,3994.0,0.002,https://ghc.vn,3.2,47.7,47.7,CT,GHC.csv
HJS,HNX,Thủy điện Nậm Mu,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,125.0,418.0,0.002,http://www.thuydiennammu.com.vn,3.1,21.0,21.0,CT,HJS.csv
SEB,HNX,Điện miền Trung,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,86.0,0.0,0.0,http://www.mientrungpid.com.vn,2.9,32.0,32.0,CT,SEB.csv
GSM,UPCOM,Thủy điện Hương Sơn,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,66.0,0.0,0.0,http://www.thuydienhuongson.vn,3.2,28.6,28.6,CT,GSM.csv
DRL,HOSE,Thủy điện - Điện lực 3,"Điện, nước & xăng dầu khí đốt",Utilities,2003.0,34.0,1852.0,0.032,http://www.pc3hp.com.vn,3.2,9.5,9.5,CT,DRL.csv
ASP,HOSE,Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,1520.0,4360.0,0.49,http://www.anphapetrol.com,2.2,37.3,37.3,CT,ASP.csv
PGC,HOSE,Gas Petrolimex,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,1058.0,0.0,0.051,http://www.pgas.petrolimex.com.vn,2.5,60.3,60.3,CT,PGC.csv
CTW,UPCOM,Cấp thoát nước Cần Thơ,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,456.0,232.0,0.0,http://www.ctn-cantho.com.vn,3.1,28.0,28.0,CT,CTW.csv
SJD,HOSE,Thủy điện Cần Đơn,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,281.0,0.0,0.149,http://www.candon.com.vn,3.3,69.0,69.0,CT,SJD.csv
VSH,HOSE,Thủy điện Vĩnh Sơn - Sông Hinh,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,215.0,3653.0,0.116,http://www.vshpc.evn.com.vn,3.1,236.2,236.2,CT,VSH.csv
SII,HOSE,Hạ tầng Nước Sài Gòn,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,159.0,167.0,0.489,http://www.saigonwater.com.vn,2.2,64.5,64.5,CT,SII.csv
CHP,HOSE,Thủy điện Miền Trung,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,135.0,3896.0,0.039,http://www.chp.vn,3.1,146.9,146.9,CT,CHP.csv
BMF,UPCOM,VLXD và Chất đốt Đồng Nai,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,131.0,103.0,0.0,https://chatdotdongnai.com/,,4.2,4.2,CT,BMF.csv
SHP,HOSE,Thủy điện Miền Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,120.0,3173.0,0.052,http://www.shp.com.vn,3.3,101.2,101.2,CT,SHP.csv
ND2,UPCOM,Đầu tư và PT điện Miền Bắc 2,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,87.0,0.0,0.352,http://www.nedi2.com.vn,2.9,50.0,50.0,CT,ND2.csv
LKW,UPCOM,Cấp nước Long Khánh,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,65.0,201.0,0.021,http://www.capnuoclongkhanh.com.vn,,2.5,2.5,CT,LKW.csv
TDB,UPCOM,Thủy điện Định Bình,"Điện, nước & xăng dầu khí đốt",Utilities,2004.0,24.0,818.0,0.001,http://www.thuydiendinhbinh.vn,2.8,8.2,8.2,CT,TDB.csv
KHP,HOSE,Điện lực Khánh Hòa,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,1034.0,7667.0,0.02,https://pckhanhhoa.cpc.vn,2.4,58.9,60.4,CT,KHP.csv
HWS,UPCOM,Cấp nước Thừa Thiên Huế,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,518.0,577.0,0.001,http://huewaco.com.vn,2.9,87.4,87.6,CT,HWS.csv
NBW,HNX,Cấp nước Nhà Bè,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,387.0,325.0,0.043,http://www.capnuocnhabe.vn,,10.9,10.9,CT,NBW.csv
DNH,UPCOM,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,260.0,114.0,0.0,https://www.dhd.com.vn,3.3,422.4,422.4,CT,DNH.csv
TBC,HOSE,Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,158.0,1230.0,0.008,http://www.thacba.com.vn,3.3,63.5,63.5,CT,TBC.csv
QPH,UPCOM,Thủy điện Quế Phong,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,30.0,0.0,0.002,http://www.thuydienquephong.com.vn,3.2,18.6,18.6,CT,QPH.csv
TDG,HOSE,Đầu tư TDG Global,"Điện, nước & xăng dầu khí đốt",Utilities,2005.0,27.0,2765.0,0.003,http://www.thaiduongpetrol.vn,2.4,16.8,16.8,CT,TDG.csv
PGS,HNX,Khí Miền Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,1209.0,443.0,0.015,http://www.southerngas.com.vn,2.7,50.0,50.0,CT,PGS.csv
BWE,HOSE,Nước - Môi trường Bình Dương,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,1061.0,3997.0,0.178,http://www.biwase.com.vn,2.9,192.9,192.9,CT,BWE.csv
PPC,HOSE,Nhiệt điện Phả Lại,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,803.0,9020.0,0.131,http://ppc.evn.vn,2.3,320.6,326.2,CT,PPC.csv
DWS,UPCOM,Cấp nước Đồng Tháp,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,718.0,580.0,0.0,http://www.dowasen.com,3.0,25.9,25.9,CT,DWS.csv
NBT,UPCOM,Cấp thoát nước Bến Tre,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,279.0,357.0,0.005,http://www.capnuocbentre.vn,3.6,29.4,29.4,CT,NBT.csv
VMG,UPCOM,Vimexco Gas,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,80.0,1541.0,0.007,http://www.vimexcogas.com.vn,,9.6,9.6,CT,VMG.csv
SP2,UPCOM,Thủy điện Sử Pán 2,"Điện, nước & xăng dầu khí đốt",Utilities,2006.0,36.0,415.0,0.003,http://supan2.net,3.2,20.6,15.2,CT,SP2.csv
POW,HOSE,Điện lực Dầu khí Việt Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,2125.0,44043.0,0.039,https://pvpower.vn,2.7,2341.9,2341.9,CT,POW.csv
HPW,UPCOM,Cấp nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,1114.0,1245.0,0.001,http://www.capnuochaiphong.com.vn,2.9,74.2,74.2,CT,HPW.csv
PVG,HNX,Kinh doanh LPG Việt Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,535.0,3929.0,0.025,http://www.pvgaslpg.vn,2.6,36.5,36.5,CT,PVG.csv
CLW,HOSE,Cấp nước Chợ Lớn,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,455.0,446.0,0.049,http://www.capnuoccholon.com.vn,3.0,13.0,13.0,CT,CLW.csv
BWS,UPCOM,Cấp Nước Bà Rịa Vũng Tàu,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,424.0,739.0,0.008,http://www.bwaco.com.vn,2.9,90.0,90.0,CT,BWS.csv
CNG,HOSE,CNG Việt Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,271.0,0.0,0.06,https://www.cngvietnam.com/,2.9,27.0,27.0,CT,CNG.csv
PGD,HOSE,PV GAS D,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,267.0,1689.0,0.465,http://www.pvgasd.com.vn,2.9,90.0,90.0,CT,PGD.csv
BTP,HOSE,Nhiệt điện Bà Rịa,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,261.0,1048.0,0.094,http://www.btp.com.vn,3.1,60.5,60.5,CT,BTP.csv
POV,UPCOM,PV Oil Vũng Áng,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,177.0,0.0,0.0,http://www.pvoilvungang.com,,12.5,12.5,CT,POV.csv
NT2,HOSE,Điện lực Nhơn Trạch 2,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,176.0,4264.0,0.154,https://www.pvpnt2.vn,3.3,287.9,287.9,CT,NT2.csv
SBH,UPCOM,Thủy điện Sông Ba Hạ,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,131.0,199.0,0.0,http://www.sbh.evn.vn,3.2,124.2,124.2,CT,SBH.csv
HNA,UPCOM,Thủy điện Hủa Na,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,117.0,2957.0,0.0,http://huana.com.vn/,3.0,235.2,235.2,CT,HNA.csv
SBA,HOSE,Sông Ba JSC,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,95.0,6162.0,0.004,http://www.songba.vn,3.4,60.3,60.5,CT,SBA.csv
HTE,UPCOM,Kinh doanh điện lực TP HCM,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,61.0,7204.0,0.0,https://tradincorp.vn,,21.6,23.6,CT,HTE.csv
S4A,HOSE,Thủy điện Sê San 4A,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,59.0,1071.0,0.001,http://www.sesan4a.com.vn,3.0,42.2,42.2,CT,S4A.csv
MTG,UPCOM,MTGAS,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,36.0,1042.0,0.018,http://www.mtgas.com.vn,,6.3,6.3,CT,MTG.csv
PMG,HOSE,ĐT và SX Petro Miền Trung,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,28.0,578.0,0.252,http://www.petrocenter.com.vn,2.4,46.3,46.3,CT,PMG.csv
HPD,UPCOM,Thủy điện Đăk Đoa,"Điện, nước & xăng dầu khí đốt",Utilities,2007.0,24.0,0.0,0.025,http://www.thuydiendakdoa.vn,,8.3,8.3,CT,HPD.csv
NTW,UPCOM,Cấp nước Nhơn Trạch,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,87.0,231.0,0.15,http://www.ntw.com.vn,2.6,10.0,10.0,CT,NTW.csv
ISH,UPCOM,Thủy điện Srok Phu Miêng,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,69.0,0.0,0.0,http://www.idico-shp.com.vn/,3.4,45.0,45.0,CT,ISH.csv
PIC,HNX,Đầu tư Điện lực 3,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,57.0,5290.0,0.0,https://pc3invest.cpc.vn,3.1,33.3,33.3,CT,PIC.csv
BHA,UPCOM,Thủy điện Bắc Hà,"Điện, nước & xăng dầu khí đốt",Utilities,2008.0,52.0,238.0,0.0,http://www.thuydienbachalaocai.com.vn,2.8,66.0,66.0,CT,BHA.csv
DTK,HNX,Vinacomin Power,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,1969.0,969.0,0.0,http://www.vinacominpower.vn/,2.5,682.8,682.8,CT,DTK.csv
TNW,UPCOM,Nước sạch Thái Nguyên,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,477.0,374.0,0.0,http://www.nuocsachthainguyen.vn,,16.0,16.0,CT,TNW.csv
NBP,HNX,Nhiệt điện Ninh Bình,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,409.0,1421.0,0.012,http://www.nbtpc.com.vn,,12.9,12.9,CT,NBP.csv
PPY,HNX,Xăng dầu dầu khí Phú Yên,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,282.0,282.0,0.0,http://www.pvoilphuyen.com.vn,,9.3,8.7,CT,PPY.csv
VCW,UPCOM,Đầu tư Nước sạch Sông Đà,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,153.0,115.0,0.002,http://www.viwasupco.com.vn,2.8,75.0,75.0,CT,VCW.csv
BSA,UPCOM,Thủy điện Buôn Đôn,"Điện, nước & xăng dầu khí đốt",Utilities,2009.0,60.0,405.0,0.0,http://www.thuydienbuondon.vn,3.1,65.5,63.0,CT,BSA.csv
GEG,HOSE,Điện Gia Lai,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,665.0,1956.0,0.352,http://www.geccom.vn,2.6,321.9,321.9,CT,GEG.csv
TLP,UPCOM,Thương mại XNK Thanh Lễ,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,572.0,592.0,0.0,http://www.thalexim.vn,2.5,236.6,236.6,CT,TLP.csv
PEG,UPCOM,TM Kỹ thuật và Đầu tư (PETEC),"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,464.0,743.0,0.0,http://www.petec.com.vn,2.3,248.9,231.9,CT,PEG.csv
CHS,UPCOM,Chiếu sáng TPHCM,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,395.0,457.0,0.025,http://www.chieusang.com,2.9,28.4,28.4,CT,CHS.csv
BDW,UPCOM,Cấp thoát nước Bình Định,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,367.0,391.0,0.0,http://binhdinhwaco.com.vn/,,12.4,12.4,CT,BDW.csv
THW,UPCOM,Cấp nước Tân Hòa,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,338.0,178.0,0.002,http://www.capnuoctanhoa.com.vn,,5.0,5.0,CT,THW.csv
PND,UPCOM,Xăng dầu Dầu khí Nam Định,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,199.0,0.0,0.0,http://www.pvoilnamdinh.com.vn,,6.7,6.7,CT,PND.csv
TVW,UPCOM,Cấp thoát nước Trà Vinh,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,198.0,183.0,0.0,http://www.trawaco.com.vn,,14.6,14.6,CT,TVW.csv
DDG,HNX,Đầu tư CN XNK Đông Dương,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,150.0,379.0,0.0,http://www.dongduongcorp.com.vn,2.4,59.8,57.0,CT,DDG.csv
PCG,HNX,Đầu tư PT Gas Đô thị,"Điện, nước & xăng dầu khí đốt",Utilities,2010.0,67.0,1174.0,0.475,http://www.pvgascity.com.vn,,18.9,18.9,CT,PCG.csv
DNA,UPCOM,Điện nước An Giang,"Điện, nước & xăng dầu khí đốt",Utilities,2011.0,1412.0,596.0,0.0,http://www.diennuocag.com.vn,2.9,56.3,56.3,CT,DNA.csv
