ticker,exchange,shortName,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,outstandingShare,issueShare,companyType,monthlyRecords
PJS,UPCOM,Cấp nước Phú Hòa Tân,"Điện, nước & xăng dầu khí đốt",Utilities,2011.0,232.0,261.0,0.068,http://www.phuwaco.com.vn,,9.0,9.0,CT,PJS.csv
PGV,HOSE,Tổng Công ty Phát điện 3,"Điện, nước & xăng dầu khí đốt",Utilities,2012.0,2478.0,2009.0,0.0,http://www.genco3.com,2.6,1123.5,1123.5,CT,PGV.csv
PSH,HOSE,TMại ĐT Dầu khí Nam Sông Hậu,"Điện, nước & xăng dầu khí đốt",Utilities,2012.0,280.0,5222.0,0.0,http://www.nshpetro.vn,2.0,126.2,126.2,CT,PSH.csv
AVC,UPCOM,Thủy điện A Vương,"Điện, nước & xăng dầu khí đốt",Utilities,2012.0,154.0,146.0,0.0,http://avuong.com,3.3,75.1,75.1,CT,AVC.csv
TDM,HOSE,Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",Utilities,2013.0,22.0,352.0,0.073,http://www.tdmwater.vn,3.0,100.0,100.0,CT,TDM.csv
HND,UPCOM,Nhiệt điện Hải Phòng,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,872.0,542.0,0.0,http://www.ndhp.com.vn,2.8,500.0,500.0,CT,HND.csv
VAV,UPCOM,VIWACO,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,216.0,100.0,0.022,https://viwaco.vn,2.8,32.0,32.0,CT,VAV.csv
VPD,HOSE,Phát triển Điện lực Việt Nam,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,128.0,6862.0,0.001,http://www.vnpd.com.vn,3.0,106.6,106.6,CT,VPD.csv
NTH,HNX,Thủy điện Nước Trong,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,29.0,148.0,0.0,http://www.thuydiennuoctrong.com.vn,,10.8,10.8,CT,NTH.csv
PPT,UPCOM,Petro Times,"Điện, nước & xăng dầu khí đốt",Utilities,2015.0,0.0,307.0,0.0,https://petrotimesgroup.com,,15.0,8.0,CT,PPT.csv
TOW,UPCOM,Cấp nước Trà Nóc - Ô Môn,"Điện, nước & xăng dầu khí đốt",Utilities,2017.0,81.0,213.0,0.101,https://tranoc-omonwaco.com.vn/,,8.0,8.0,CT,TOW.csv
